"GID"	"INC"	"DIS"	"SEV"	"VSK"	"DON"	"HD"
"SD4710"	NA	2.5286	5.6406	19.225	5.2096	167.9098
"SD4719"	52.2587	7.3748	17.058	23.9497	5.6725	167.7168
"SD4721"	9.5797	3.0145	4.4517	26.2332	5.6725	165.6329
"SD4724"	22.0147	1.3921	7.0076	18.9673	3.5302	170.5764
"SD4740"	56.6854	6.4494	11.0702	22.1666	6.0841	171.4474
"SD4741"	41.7262	3.027	7.3064	12.6162	3.2743	169.9098
"SD4756"	44.1493	3.4443	9.6109	20.9604	1.9695	168.5884
"SD4758"	58.3463	19.1134	24.6029	39.4505	11.7229	175.5884
"SD4772"	64.383	6.1093	9.1727	26.3339	NA	164.5545
"SD4775"	68.1096	8.4111	17.4306	25.5635	NA	169.2006
"SD4787"	37.0569	2.1151	10.3412	18.9687	2.898	168.5884
"SD4816"	64.383	4.8734	7.0656	24.5731	NA	168.816
"SD4819"	33.7171	2.2436	7.2133	19.1775	2.2633	171.5884
"SD4822"	49.1563	6.442	13.7242	25.1475	7.4935	170.5884
"SD4834"	50.8594	2.2707	5.5242	22.8565	6.4728	171.2808
"SD4848"	48.1298	5.1694	9.1944	19.9382	3.6286	171.026
"SD4852"	43.7691	2.5821	5.2888	19.7871	5.3027	166.334
"SD4859"	45.4057	4.8647	9.2488	26.3259	6.6249	171.1141
"SD4865"	55.6515	4.9553	9.2176	29.8021	6.8616	171.7808
"SD4868"	57.764	6.0589	10.452	22.9993	5.4926	174.6141
"SD4871"	43.2821	4.17	12.2631	24.7971	8.0317	172.8509
"SD4893"	48.9788	4.5014	8.7287	22.2166	5.8345	166.5285
"SD4894"	48.3241	4.5299	6.5991	22.9919	4.5102	165.4441
"SD4904"	46.7506	7.7232	16.943	27.0484	6.7019	168.1609
"SD4905"	53.1619	5.7468	9.6677	31.3201	8.3307	166.3283
"SD4915"	63.7141	5.1529	8.0469	27.8427	5.5177	166.1483
"SD4917"	41.1347	5.6951	10.9086	15.9495	4.5592	171.526
"SD4924"	57.6535	10.3778	16.1168	35.2659	5.4214	165.6951
"SD4926"	58.6597	4.2695	7.2137	20.1979	5.9255	175.6927
"SD4930"	52.5151	6.2336	8.89	33.6635	6.8025	168.6398
"SD4933"	44.0492	4.9757	12.5271	19.5097	4.3442	173.1842
"SD4934"	49.0576	5.4121	10.4482	22.084	6.2103	168.8225
"SD4947"	46.5423	7.2793	11.8591	23.8279	4.0078	173.526
"SD4949"	67.5117	8.8529	19.0979	30.9071	11.4481	169.8043
"SD4950"	29.6074	4.7006	9.0854	15.8281	6.7072	177.526
"SD4968"	47.9844	6.1094	10.5975	23.2642	6.2969	172.0175
"SD4976"	34.7554	4.0309	8.9004	34.7887	9.8484	170.6842
"SD4991"	45.0781	4.5289	8.4432	20.4447	3.2203	170.8509
"SD5012"	54.854	7.5406	13.5793	35.2724	7.9714	171.3509
"SD5030"	54.0048	5.4521	10.0863	34.5712	4.838	167.0285
"SD5038"	47.6954	6.0065	11.5285	35.07	8.8692	168.8618
"SD5050"	58.3996	11.0902	16.6986	20.2782	5.7997	167.9636
"SD5051"	58.5697	5.7292	10.1806	31.0206	6.688	166.3618
"SD5082"	63.6732	7.4486	12.2919	26.8595	10.1733	169.2803
"SD5090"	63.6732	7.1807	12.1341	38.4187	8.176	169.3259
"SD5096"	63.6732	8.4561	14.7402	37.5949	10.2478	169.1136
"SD5101"	48.2131	5.4156	10.1215	23.6337	7.0771	172.7826
"SD5103"	63.6732	5.7604	10.1743	41.2817	10.311	170.1803
"SD5117"	50.5315	5.9117	10.9332	21.9286	2.7788	170.9088
"SD5119"	63.6732	6.9833	11.8426	21.6052	6.346	170.0803
"SD5127"	46.0805	6.4054	12.3204	26.3477	6.6267	170.008
"SD5131"	59.7225	4.1397	9.2455	34.2938	7.7811	169.5136
"SD5132"	60.1275	9.0291	14.3298	24.3677	9.0522	176.4271
"SD5145"	60.97	6.1392	10.4792	20.4686	4.4618	172.9636
"SD5153"	38.2496	1.7822	5.3859	15.7131	4.913	174.6303
"SD5158"	49.1414	4.4899	8.9023	14.3899	3.6125	166.8414
"SD5159"	53.8341	9.5726	15.2349	21.1132	5.7029	173.7522
"SD5193"	53.1505	3.7169	7.468	20.9896	7.6894	173.1858
"SD5195"	57.4295	4.4683	8.315	20.7	8.2116	169.9636
"SD5203"	49.1414	1.1788	4.0334	14.5067	6.7421	174.9636
"SD5223"	48.0493	2.114	5.6571	22.8299	7.8147	171.7414
"SD8070"	50.0649	8.8238	13.2041	NA	NA	NA
"SD8072"	50.2197	9.5645	14.1758	NA	NA	NA
"SD8074"	12.7527	5.191	20.314	NA	NA	NA
"SD8088"	76.3914	22.6015	24.5277	35.9767	NA	NA
"SD8089"	45.336	4.828	12.0456	27.4658	NA	NA
"SD8108"	56.0819	9.627	12.8221	27.021	NA	NA
"SD8114"	10.3822	0.769	11.634	21.3516	NA	NA
"SD8119"	49.9224	10.4365	18.363	35.8435	NA	NA
"SD8670"	22.0984	4.1601	14.8131	NA	NA	NA
"SD8872"	54.0503	16.9289	29.339	NA	NA	NA
"SD8973"	40.3403	8.2684	17.0291	NA	NA	NA
"SDM50005"	64.5361	22.7089	26.079	42.2811	NA	NA
"SELECT"	40.9959	2.7618	7.7705	20.6079	4.9884	165.8363
"SH1"	61.086	15.0203	21.8322	27.9603	10.4233	178.1361
"SH2"	47.5167	11.0733	19.6458	44.0852	10.4141	174.3028
"SH3"	65.4686	11.3002	16.4833	44.9805	8.1491	171.6361
"SHARP"	83.9278	33.9231	38.6387	NA	NA	NA
"SHARPSHOOTER"	62.2655	11.7693	16.7165	23.1634	NA	NA
"SHELLY"	48.7712	3.3114	8.026	28.1898	3.235	169.9485
"SNOWSTAR"	40.5512	9.065	19.0183	25.8493	11.1296	166.8148
"STEELE-ND"	57.9266	12.2888	17.1995	32.9262	7.1743	171.3531
"STEPNJACHKA"	60.1483	11.9998	16.3653	29.7526	11.152	172.8442
"STOA"	50.985	11.2411	16.8504	38.4676	NA	NA
"SUMAI3"	22.6417	0.9163	4.3583	NA	NA	NA
"SURPASS"	52.7917	6.5469	17.7768	25.8919	8.6826	165.6245
"SWP965-001"	48.3965	9.7036	16.9253	43.6976	NA	NA
"SY-ROWYN"	53.9478	8.0023	18.7212	27.5505	7.3401	167.5685
"SY-SOREN"	68.2106	8.9151	12.6219	19.4192	5.4613	168.6914
"SY-VALDA"	75.2257	8.1615	13.371	24.1502	7.5155	168.3797
"SYMCCLOUD"	60.2741	11.0856	15.4812	25.6689	9.2569	167.3768
"T1052"	73.4454	18.597	20.6205	26.8506	NA	NA
"T1105"	78.5421	45.7409	47.5569	41.6066	NA	NA
"T801.93"	73.7019	23.8822	27.085	36.1939	NA	NA
"TARA_2002"	53.3699	16.2	28.3895	43.9041	NA	NA
"TOM"	53.2305	8.4809	14.5322	24.3434	7.8653	170.6322
"TR983-239"	68.3069	16.6241	21.2819	NA	NA	NA
"TRAVERSE"	46.2443	3.7438	8.9348	34.0988	6.7314	170.1623
"TRENTON"	36.9615	6.9721	14.6116	31.5809	NA	NA
"TROOPER"	60.1138	13.4932	20.6545	35.0945	10.8289	167.3931
"TX92U2317"	68.8172	16.4113	18.44	40.0502	NA	NA
"UISTONE"	58.8825	14.9187	21.6249	28.4091	14.0446	172.7543
"ULEN"	60.7601	12.1684	21.7677	36.7342	13.0185	169.7693
"VANTAGE"	56.1549	6.669	13.2381	17.4901	6.7313	175.2009
"VERDE"	56.7816	12.3512	21.311	36.8603	9.4388	168.9971
"VIDA"	57.4097	14.329	20.803	37.3597	11.6444	173.9474
"WA007839"	47.2047	15.633	27.3909	34.814	NA	NA
"WA007914"	67.1466	38.0386	33.8347	55.361	16.5836	172.704
"WA007925"	61.6704	19.2784	26.0009	45.1704	NA	169.8457
"WA007931"	53.1511	21.8858	30.9107	33.6093	NA	173.0457
"WA007957"	79.9304	26.235	32.0797	33.1147	11.9669	175.2537
"WA007998"	76.9959	29.7743	37.7529	53.3752	15.2079	168.7009
"WA008013"	61.3566	11.1576	18.5022	26.6991	13.933	170.322
"WA7802"	68.4321	21.7322	28.1471	54.3046	NA	NA
"WA7839"	72.9451	18.1398	29.3055	36.4801	13.3819	170.1898
"WA7859"	66.0037	15.862	25.8483	44.1977	16.0413	170.7093
"WA7875"	62.7169	13.1651	20.5443	28.1022	NA	169.1385
"WA7899"	72.687	19.1494	26.0604	43.2583	NA	171.1385
"WALWORTH"	54.1922	7.7238	17.8949	23.2432	7.077	168.2898
"WASKADA"	61.6934	8.3134	12.6498	25.2113	6.3823	168.8754
"WB-DIGGER"	64.6117	17.3386	42.0781	45.3318	15.2501	169.1069
"WB-LYN"	63.3097	21.0419	26.6104	37.3902	12.7246	171.2428
"WB-MAYVILLE"	64.6117	22.1884	41.1595	39.8759	5.2876	167.9095
"WB-PIVOT"	72.6767	21.9373	28.1462	47.4253	19.76	169.7842
"WB9209"	48.5263	7.9651	12.0941	25.5739	5.9233	168.6532
"WHEATON"	63.801	24.8452	32.196	69.1559	18.124	173.327
"X00009-16"	51.5642	4.4093	10.2865	24.1804	5.9757	170.2017
"XW397A3"	70.031	17.4369	22.5412	NA	NA	NA
"XW398A4"	60.0793	16.6122	30.8444	NA	NA	NA
"ZEKE"	68.5802	20.4499	33.2266	61.2855	NA	NA
"21NP005782"	NA	5.6524	NA	NA	NA	168.3296
"22NP900043"	NA	8.8634	NA	NA	NA	168.6596
"22NP900045"	NA	11.5779	NA	NA	NA	167.6096
"LNR15-0763"	NA	0.033	NA	NA	0.8028	NA
"LNR15-1445"	NA	17.1696	NA	NA	6.3424	NA
"MN19104-2"	NA	6.606	NA	NA	NA	174.8296
"MN19239-1"	NA	8.5761	NA	NA	NA	169.9796
"MO3_3-23"	NA	5.3642	NA	27.4522	NA	171.1966
"MO5_1-2"	NA	11.9365	NA	27.4522	NA	166.6862
"MO5_1-3"	NA	8.2738	NA	37.2829	NA	169.2138
"MO6_1-23"	NA	3.2454	NA	22.0126	NA	166.0779
"MO6_1-24"	NA	4.8552	NA	34.0115	NA	166.1279
"MO8_3-4"	NA	3.9187	NA	NA	NA	166.2592
"MT2050"	NA	14.6069	NA	NA	NA	167.8596
"MT2063"	NA	12.9304	NA	NA	NA	168.4096
"NDHRS17-0346-B11"	NA	5.9902	NA	NA	NA	166.3696
"SD4944"	NA	3.0283	NA	NA	NA	172.4596
"SD5072"	NA	8.8634	NA	NA	NA	168.5696
"SD5080"	NA	8.9355	NA	NA	NA	168.3096
"AKFASTRO"	NA	NA	NA	72.8599	56.2381	172.4839
"NDFROHBERG"	NA	NA	NA	23.0948	7.281	171.8639
"1FILLER"	NA	NA	NA	NA	NA	166.9557
"2FILLER"	NA	NA	NA	NA	NA	166.2557
"CDCSKRUSH"	NA	NA	NA	NA	NA	167.9914
"COTEAU"	NA	NA	NA	NA	NA	170.8399
"FALLER"	NA	NA	NA	NA	NA	169.4099
"HRS_3419"	NA	NA	NA	NA	NA	168.7456
"LCSTRIGGER"	NA	NA	NA	NA	NA	175.5908
