GID	FIRST_YEAR	QTL.name	allele	SOURCE	ISCK	NURSERY	SET
NORLANDER	1993	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
NORLANDER	1993	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
NORLANDER	1993	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NORM	1988	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
NORM	1988	Fhb5	Sus	MN	FALSE	BOTH	POST1968
NORM	1988	Fhb1	Sus	MN	FALSE	BOTH	POST1968
NORPRO	1997	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NORPRO	1997	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
NORPRO	1997	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
NP11100245-26	2019	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
NP11100245-26	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP11100245-26	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP11100267-10	2019	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
NP11100267-10	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP11100267-10	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP11100273-23	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP11100273-23	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP11100273-23	2019	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
NP12100434-20	2020	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP12100434-20	2020	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP12100434-20	2020	Fhb1	Unk	PRIVATE	FALSE	URN	POST1968
NP12100509-2	2020	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
NP12100509-2	2020	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP12100509-2	2020	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP12100602-18	2019	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
NP12100602-18	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP12100602-18	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP12100660-3	2020	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
NP12100660-3	2020	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP12100660-3	2020	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP13DD10116019	2020	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
NP13DD10116019	2020	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
NP13DD10116019	2020	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
NS.2260	1934	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2260	1934	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2260	1934	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2594	1935	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2594	1935	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2594	1935	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2601	1935	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2601	1935	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2601	1935	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2687	1936	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2687	1936	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2687	1936	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2743	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2743	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2743	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2744	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2744	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2744	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2746	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2746	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2746	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2748	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2748	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2748	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2754	1941	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2754	1941	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2754	1941	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2800	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2800	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2800	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2809	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2809	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2809	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2811	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2811	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2811	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2822.6	1943	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2822.6	1943	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2822.6	1943	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2871	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.2871	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2871	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2901	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.2901	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.2901	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3096	1944	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3096	1944	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3096	1944	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3111	1944	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3111	1944	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3111	1944	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3120	1945	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3120	1945	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3120	1945	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3129	1945	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3129	1945	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3129	1945	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3150	1945	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3150	1945	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3150	1945	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3172	1945	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3172	1945	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3172	1945	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3175	1945	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3175	1945	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3175	1945	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3190	1946	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3190	1946	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3190	1946	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3269	1948	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3269	1948	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3269	1948	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3274	1948	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3274	1948	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3274	1948	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3282	1948	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3282	1948	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3282	1948	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3284	1948	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3284	1948	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3284	1948	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3285	1948	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3285	1948	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3285	1948	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3291	1949	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3291	1949	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3291	1949	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3679	1950	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3679	1950	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3679	1950	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3681	1950	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3681	1950	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3681	1950	Fhb5	Het	ND	FALSE	URN	PRE1968
NS.3684	1949	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3684	1949	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3684	1949	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3685	1949	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3685	1949	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3685	1949	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3687	1949	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3687	1949	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3687	1949	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3755-3-6-56	1951	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3755-3-6-56	1951	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3755-3-6-56	1951	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3880.127	1954	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.3880.127	1954	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3880.127	1954	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3880.227	1954	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.3880.227	1954	Fhb5	Sus	ND	FALSE	URN	PRE1968
NS.3880.227	1954	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.NO.2747	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
NS.NO.2747	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
NS.NO.2747	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
OKLEE	1998	Fhb5	Unk	MN	FALSE	URN	POST1968
OKLEE	1998	Fhb1	Sus	MN	FALSE	URN	POST1968
OKLEE	1998	Fhb5AS	Res	MN	FALSE	URN	POST1968
OLAF	1971	Fhb1	Sus	ND	FALSE	URN	POST1968
OLAF	1971	Fhb5AS	Sus	ND	FALSE	URN	POST1968
OLAF	1971	Fhb5	Sus	ND	FALSE	URN	POST1968
OSLO	1997	Fhb1	Sus	AAFC-CA	FALSE	BOTH	POST1968
OSLO	1997	Fhb5	Sus	AAFC-CA	FALSE	BOTH	POST1968
OSLO	1997	Fhb5AS	Res	AAFC-CA	FALSE	BOTH	POST1968
OXEN	1993	Fhb5AS	Sus	SD	FALSE	URN	POST1968
OXEN	1993	Fhb1	Sus	SD	FALSE	URN	POST1968
OXEN	1993	Fhb5	Sus	SD	FALSE	URN	POST1968
PARSHALL	1996	Fhb1	Sus	ND	FALSE	BOTH	POST1968
PARSHALL	1996	Fhb5AS	Res	ND	FALSE	BOTH	POST1968
PARSHALL	1996	Fhb5	Sus	ND	FALSE	BOTH	POST1968
PEMBINA	1957	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
PEMBINA	1957	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
PEMBINA	1957	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
PH986-61	1992	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
PH986-61	1992	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
PH986-61	1992	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
PI104131	2001	Fhb1	Sus	SD	FALSE	URSN	POST1968
PI104131	2001	Fhb5	Sus	SD	FALSE	URSN	POST1968
PI104131	2001	Fhb5AS	Res	SD	FALSE	URSN	POST1968
PI163429	2002	Fhb5AS	Sus	OTHER	FALSE	URSN	POST1968
PI163429	2002	Fhb1	Unk	OTHER	FALSE	URSN	POST1968
PI163429	2002	Fhb5	Sus	OTHER	FALSE	URSN	POST1968
PI168727	2002	Fhb5	Sus	OTHER	FALSE	URSN	POST1968
PI168727	2002	Fhb5AS	Sus	OTHER	FALSE	URSN	POST1968
PI168727	2002	Fhb1	Sus	OTHER	FALSE	URSN	POST1968
PI182561	2000	Fhb5	Res	SD	FALSE	URSN	POST1968
PI182561	2000	Fhb5AS	Res	SD	FALSE	URSN	POST1968
PI182561	2000	Fhb1	Res	SD	FALSE	URSN	POST1968
PI185380	2001	Fhb1	Sus	SD	FALSE	URSN	POST1968
PI185380	2001	Fhb5	Sus	SD	FALSE	URSN	POST1968
PI185380	2001	Fhb5AS	Sus	SD	FALSE	URSN	POST1968
PI185843	2002	Fhb1	Sus	OTHER	FALSE	URSN	POST1968
PI185843	2002	Fhb5AS	Res	OTHER	FALSE	URSN	POST1968
PI185843	2002	Fhb5	Sus	OTHER	FALSE	URSN	POST1968
PI264940	2002	Fhb5	Unk	OTHER	FALSE	URSN	POST1968
PI264940	2002	Fhb5AS	Sus	OTHER	FALSE	URSN	POST1968
PI264940	2002	Fhb1	Sus	OTHER	FALSE	URSN	POST1968
PI345731	2002	Fhb5AS	Sus	OTHER	FALSE	URSN	POST1968
PI345731	2002	Fhb5	Sus	OTHER	FALSE	URSN	POST1968
PI345731	2002	Fhb1	Sus	OTHER	FALSE	URSN	POST1968
PI349478	2001	Fhb5AS	Sus	SD	FALSE	URSN	POST1968
PI349478	2001	Fhb5	Sus	SD	FALSE	URSN	POST1968
PI349478	2001	Fhb1	Sus	SD	FALSE	URSN	POST1968
PI382140	2001	Fhb1	Res	SD	FALSE	URSN	POST1968
PI382140	2001	Fhb5AS	Unk	SD	FALSE	URSN	POST1968
PI382140	2001	Fhb5	Unk	SD	FALSE	URSN	POST1968
PI382161	2000	Fhb5AS	Res	SD	FALSE	URSN	POST1968
PI382161	2000	Fhb5	Res	SD	FALSE	URSN	POST1968
PI382161	2000	Fhb1	Res	SD	FALSE	URSN	POST1968
PI382167	2000	Fhb5	Sus	SD	FALSE	URSN	POST1968
PI382167	2000	Fhb1	Sus	SD	FALSE	URSN	POST1968
PI382167	2000	Fhb5AS	Res	SD	FALSE	URSN	POST1968
PI81791	2000	Fhb5	Sus	SD	FALSE	URSN	POST1968
PI81791	2000	Fhb1	Sus	SD	FALSE	URSN	POST1968
PI81791	2000	Fhb5AS	Sus	SD	FALSE	URSN	POST1968
PILOT	1934	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
PILOT	1934	Fhb1	Sus	ND	FALSE	URN	PRE1968
PILOT	1934	Fhb5	Sus	ND	FALSE	URN	PRE1968
PILOTSELECTION13	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
PILOTSELECTION13	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
PILOTSELECTION13	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
POLK	1968	Fhb5AS	Sus	MN	FALSE	URN	POST1968
POLK	1968	Fhb5	Sus	MN	FALSE	URN	POST1968
POLK	1968	Fhb1	Sus	MN	FALSE	URN	POST1968
PR2369	1982	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
PR2369	1982	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
PR2369	1982	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
PREVAIL	2011	Fhb5AS	Res	SD	FALSE	URN	POST1968
PREVAIL	2011	Fhb5	Het	SD	FALSE	URN	POST1968
PREVAIL	2011	Fhb1	Sus	SD	FALSE	URN	POST1968
PROSPECT	1984	Fhb1	Sus	SD	FALSE	BOTH	POST1968
PROSPECT	1984	Fhb5	Sus	SD	FALSE	BOTH	POST1968
PROSPECT	1984	Fhb5AS	Sus	SD	FALSE	BOTH	POST1968
PROSPER	2019	Fhb5AS	Res	ND	FALSE	URN	POST1968
PROSPER	2019	Fhb5	Res	ND	FALSE	URN	POST1968
PROSPER	2019	Fhb1	Res	ND	FALSE	URN	POST1968
PT436	2006	Fhb5	Sus	AAFC-CA	FALSE	URN	POST1968
PT436	2006	Fhb1	Sus	AAFC-CA	FALSE	URN	POST1968
PT436	2006	Fhb5AS	Sus	AAFC-CA	FALSE	URN	POST1968
PT472	2013	Fhb5AS	Sus	AAFC-CA	FALSE	URN	POST1968
PT472	2013	Fhb1	Sus	AAFC-CA	FALSE	URN	POST1968
PT472	2013	Fhb5	Sus	AAFC-CA	FALSE	URN	POST1968
PW36	1952	Fhb5AS	Sus	SD	FALSE	URN	PRE1968
PW36	1952	Fhb5	Sus	SD	FALSE	URN	PRE1968
PW36	1952	Fhb1	Sus	SD	FALSE	URN	PRE1968
RB07	2003	Fhb1	Sus	MN	FALSE	URN	POST1968
RB07	2003	Fhb5	Sus	MN	FALSE	URN	POST1968
RB07	2003	Fhb5AS	Res	MN	FALSE	URN	POST1968
RED_RIVER_68	1968	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
RED_RIVER_68	1968	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
RED_RIVER_68	1968	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
REEDER	1992	Fhb5	Sus	ND	FALSE	URN	POST1968
REEDER	1992	Fhb5AS	Sus	ND	FALSE	URN	POST1968
REEDER	1992	Fhb1	Sus	ND	FALSE	URN	POST1968
RELIANCE	1929	Fhb5AS	Sus	OTHER	FALSE	URN	PRE1968
RELIANCE	1929	Fhb1	Sus	OTHER	FALSE	URN	PRE1968
RELIANCE	1929	Fhb5	Sus	OTHER	FALSE	URN	PRE1968
RENOWN	1934	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RENOWN	1934	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RENOWN	1934	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RESCUE	1945	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RESCUE	1945	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RESCUE	1945	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
REWARD	1929	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
REWARD	1929	Fhb1	Unk	AAFC-CA	FALSE	URN	PRE1968
REWARD	1929	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RH_LINE	1987	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
RH_LINE	1987	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
RH_LINE	1987	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
RH833498	1984	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
RH833498	1984	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
RH833498	1984	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
RH841246	1985	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
RH841246	1985	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
RH841246	1985	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
RIVAL	1935	Fhb5	Sus	ND	FALSE	URN	PRE1968
RIVAL	1935	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
RIVAL	1935	Fhb1	Sus	ND	FALSE	URN	PRE1968
RL1097	1937	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1097	1937	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1097	1937	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1114	1936	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1114	1936	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1114	1936	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1333	1940	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1333	1940	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1333	1940	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1527	1943	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1527	1943	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL1527	1943	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL2938	1960	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL2938	1960	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL2938	1960	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4009	1960	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4009	1960	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4009	1960	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4125	1961	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4125	1961	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4125	1961	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4133	1963	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4133	1963	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4133	1963	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4137	1963	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4137	1963	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4137	1963	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL4220	1968	Fhb1	Unk	AAFC-CA	FALSE	URN	POST1968
RL4220	1968	Fhb5AS	Sus	AAFC-CA	FALSE	URN	POST1968
RL4220	1968	Fhb5	Sus	AAFC-CA	FALSE	URN	POST1968
RL4238	1972	Fhb5AS	Sus	AAFC-CA	FALSE	URN	POST1968
RL4238	1972	Fhb5	Sus	AAFC-CA	FALSE	URN	POST1968
RL4238	1972	Fhb1	Unk	AAFC-CA	FALSE	URN	POST1968
RL4314	1979	Fhb1	Sus	AAFC-CA	FALSE	URN	POST1968
RL4314	1979	Fhb5	Sus	AAFC-CA	FALSE	URN	POST1968
RL4314	1979	Fhb5AS	Sus	AAFC-CA	FALSE	URN	POST1968
RL4352	1980	Fhb5AS	Sus	AAFC-CA	FALSE	URN	POST1968
RL4352	1980	Fhb1	Sus	AAFC-CA	FALSE	URN	POST1968
RL4352	1980	Fhb5	Sus	AAFC-CA	FALSE	URN	POST1968
RL704	1934	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
RL704	1934	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
RL704	1934	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
ROLLAG	2009	Fhb5	Unk	MN	FALSE	BOTH	POST1968
ROLLAG	2009	Fhb1	Res	MN	FALSE	BOTH	POST1968
ROLLAG	2009	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
RUSH	2004	Fhb5	Unk	PRIVATE	FALSE	URN	POST1968
RUSH	2004	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
RUSH	2004	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
RUSHMORE	1942	Fhb1	Sus	SD	FALSE	URN	PRE1968
RUSHMORE	1942	Fhb5AS	Sus	SD	FALSE	URN	PRE1968
RUSHMORE	1942	Fhb5	Sus	SD	FALSE	URN	PRE1968
RUSS	1991	Fhb5	Sus	SD	FALSE	URN	POST1968
RUSS	1991	Fhb5AS	Sus	SD	FALSE	URN	POST1968
RUSS	1991	Fhb1	Sus	SD	FALSE	URN	POST1968
RUSSELL	1946	Fhb5AS	Sus	OTHER	FALSE	URN	PRE1968
RUSSELL	1946	Fhb5	Sus	OTHER	FALSE	URN	PRE1968
RUSSELL	1946	Fhb1	Sus	OTHER	FALSE	URN	PRE1968
S6579	1968	Fhb5AS	Sus	ND	FALSE	URN	POST1968
S6579	1968	Fhb1	Sus	ND	FALSE	URN	POST1968
S6579	1968	Fhb5	Sus	ND	FALSE	URN	POST1968
S6694	1969	Fhb5AS	Sus	ND	FALSE	URN	POST1968
S6694	1969	Fhb5	Sus	ND	FALSE	URN	POST1968
S6694	1969	Fhb1	Sus	ND	FALSE	URN	POST1968
SABIN	2006	Fhb5	Sus	MN	FALSE	BOTH	POST1968
SABIN	2006	Fhb1	Res	MN	FALSE	BOTH	POST1968
SABIN	2006	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
SAMSON	2006	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
SAMSON	2006	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
SAMSON	2006	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
SASK.2176	1948	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
SASK.2176	1948	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
SASK.2176	1948	Fhb5	Unk	AAFC-CA	FALSE	URN	PRE1968
SBE0444	1993	Fhb5AS	Res	MN	FALSE	URN	POST1968
SBE0444	1993	Fhb1	Sus	MN	FALSE	URN	POST1968
SBE0444	1993	Fhb5	Sus	MN	FALSE	URN	POST1968
SBF0402	1995	Fhb5	Sus	ND	FALSE	URN	POST1968
SBF0402	1995	Fhb1	Sus	ND	FALSE	URN	POST1968
SBF0402	1995	Fhb5AS	Unk	ND	FALSE	URN	POST1968
SBT428	1983	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
SBT428	1983	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
SBT428	1983	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
SCARLETT	1997	Fhb1	Sus	WA	FALSE	URN	POST1968
SCARLETT	1997	Fhb5	Sus	WA	FALSE	URN	POST1968
SCARLETT	1997	Fhb5AS	Sus	WA	FALSE	URN	POST1968
SCHOLAR	1996	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
SCHOLAR	1996	Fhb5	Sus	MT	FALSE	BOTH	POST1968
SCHOLAR	1996	Fhb1	Sus	MT	FALSE	BOTH	POST1968
SD0005	1993	Fhb5AS	Res	SD	FALSE	URN	POST1968
SD0005	1993	Fhb1	Sus	SD	FALSE	URN	POST1968
SD0005	1993	Fhb5	Sus	SD	FALSE	URN	POST1968
SD0007	1994	Fhb5AS	Res	SD	FALSE	URN	POST1968
SD0007	1994	Fhb1	Sus	SD	FALSE	URN	POST1968
SD0007	1994	Fhb5	Sus	SD	FALSE	URN	POST1968
SD0014	1994	Fhb5	Sus	SD	FALSE	URN	POST1968
SD0014	1994	Fhb1	Sus	SD	FALSE	URN	POST1968
SD0014	1994	Fhb5AS	Unk	SD	FALSE	URN	POST1968
SD1336	1961	Fhb1	Sus	SD	FALSE	URN	PRE1968
SD1336	1961	Fhb5	Sus	SD	FALSE	URN	PRE1968
